,price,total_floor,area_size,elevator,date_on_market,last_transact_date,bedrm_no,parlour_no,kitchen_no,toilet_no,stair,unit,proportion,mid_floor,higher_floor,duplex_config,levelling_config,split_level_config,diepin,talou,pingfang,bantajiehe,banlou,dudong,lianpai,south,west,north,northeast,southeast,northwest,southwest,frame_struct,mixed_struct,brickwood_struct,brickmix_struct,steelmix_struct,steel_struct,maopei,jianzhuang,jingzhuang,public_housing,commercial_housing,office,n_linong,o_linong,residential,apartment,garden_house,beyong_two,beyond_five,shared,uploaded,central_outer,inner,inner_central,after_work,call_agent,only_weekend,reservation,baoshan,changning,chongming,fengxian,hongkou,huangpu,jiading,jingan,jinshan,minhang,pudong,putuo,qingpu,songjiang,xuhui,log_price
stair,0.08665977152722437,0.6503074327303766,0.04772329859682108,0.5601570398632016,0.13761499089863244,-0.13040402786772728,-0.0521599779481206,0.026998185060034863,-0.047982775098452286,0.06254320838092073,1.0,0.5783458164006953,0.07234803955941574,0.06484590246585545,-0.1402600734660766,-0.01848039349690163,-0.35121519124549266,-0.008964140283369714,0.005380567757970334,0.4862425579017828,0.018580144277298632,0.18089563963286656,-0.5126160352475982,0.013752947472247014,0.027616723727490234,-0.36609644037886385,0.15257229940082825,-0.012607851818311575,0.1253656809268367,0.09834047471435144,0.09006264264551501,0.1187920165319355,0.030094928123587893,-0.0341504666562995,-0.009115596144054485,-0.391031464593821,0.39272282574784384,0.039198462961590665,-0.022072691154065006,-0.15413177831562805,0.12845764159377085,-0.03711857571195746,0.007750851576859155,0.5620794503958009,-0.011735459819355238,-0.0034448861494083315,-0.548315641075007,-0.007419017782366829,-0.006890257590880163,0.036388458402816674,-0.12237352484447013,-0.10386433816386245,-0.28118899871828523,-0.1312497009338651,0.20071846835667684,-0.05242431513244739,-0.03555904405139685,0.028691544680756173,-0.017771434888737943,-0.05729048211189172,-0.00765166600958572,0.011083594689816963,-0.0697414747552729,-0.009662923275979882,0.030944166208951265,0.09433351111000354,0.10701600003106237,0.08490927144917709,-0.039828162518311935,-0.12162460907229125,-0.07846057478353413,0.056125166833290246,0.06528509916199181,0.03410162379397493,-0.0037627456757227612,-0.004300845793755302
unit,-0.17948594411796484,0.2927377711336421,-0.19949001623268606,0.3388892258873732,0.18708397832368814,-0.12034623479306557,-0.23869156094303365,-0.1916206590404331,-0.09029646867490876,-0.10008386177242112,0.5783458164006953,1.0,-0.4550447603315169,0.11057907298594874,-0.071167444949931,-0.017235083036009367,-0.42582538597754244,-0.023736550361482412,-0.002921980002926822,0.4443119261504079,0.019453907733659567,0.15326741685204232,-0.4578357836098401,-0.002900769368467298,0.005557971130558374,-0.43259274129641007,0.16491442717213123,-0.022197429317874474,0.09828551665708998,0.07135753580479576,0.08586033028770076,0.08506906842375127,0.025472404936667394,-0.009474482499347157,0.006989998337032559,-0.21368202689005744,0.2103372185164791,0.016152739194443877,-0.05553187234989776,-0.0901997161562474,0.052299867737999946,-0.008986055708408708,0.07068202353759331,0.6948370351189666,0.006062720581863116,-0.004267955122131963,-0.6726440606916169,-0.004930151797394244,-0.002845889751832377,0.029709194102326225,-0.14774184327941725,-0.13742889238204894,-0.37108311131570343,-0.08745096901900405,0.13059765412445626,-0.036583328707400886,-0.02706581753580553,0.06629120836165943,-0.03425988886848367,-0.055402818426088025,-0.0007226539145229224,0.04218424284747573,-0.042731362529263565,0.00423621865101703,0.02167157621955858,0.05361769769267925,0.2212384447561812,0.032307376501652774,-0.06550455081462637,-0.1339692668346254,-0.11954305910645002,0.043733045243654026,0.014592869257241242,0.0187208032842562,-0.006516782887108899,-0.31798267939504093
proportion,0.370665764454296,0.09261078155501823,0.46038797545987986,0.10088451197869226,-0.036926144343801495,0.003988186988402071,0.41652588665367607,0.43708046659437866,0.08285769951643185,0.34058056194704356,0.07234803955941574,-0.4550447603315169,1.0,-0.06824474818582901,-0.05322743048279068,0.0807110714496898,0.11043225001523126,0.03993658165824503,0.028320950843083618,-0.26447298221461146,-0.01818821207769894,-0.024280854475669324,0.21324087849271217,0.0376080927753967,0.03380656902064742,0.23583623231785214,-0.08322472916185683,0.07852729807583736,-0.04292280555191542,-0.05919254956522483,-0.044741994972411214,-0.04109313050242403,0.011975255581825515,-0.012943279067104388,-0.019151258595916248,-0.17344380991758107,0.15891154026169974,-0.0031627601021162887,0.06662849302634716,-0.07425330891438367,0.06982968899948695,-0.046911334082132446,-0.05921353237488457,-0.24959944617356636,0.0021352641861841384,0.019515353915749278,0.22593583534447287,-0.0013970245300207516,0.004218027928768556,0.01259861184119551,0.05468162018264926,0.08099584271371064,0.14430348337274318,0.025019878867225873,-0.15102733245702027,-0.10930012750559101,0.0023335212551855514,-0.02849974032139225,0.026353294342307636,0.02805127334090436,0.034616501941430726,-0.06688914217174456,0.042905681321712096,0.04056683037997488,-0.0387218520369603,-0.02789565550925893,-0.07758753360361857,-0.056374836212665334,0.08842893937666016,0.10248558122191981,0.10830190836854188,-0.08021593222897952,0.0491093298332506,0.0968549022726987,-0.07823524269889323,0.3710405907175964
mid_floor,-0.029407423679830548,0.02054262020686919,-0.052866466824624384,0.04522968096142499,-0.007933757774989968,-0.01016844629225876,-0.06858288490354378,-0.028792032205041156,-0.021643584594063743,-0.040191767954304736,0.06484590246585545,0.11057907298594874,-0.06824474818582901,1.0,-0.5275656481498107,-0.07756472143445828,-0.037644911529207535,-0.0042571413761617015,0.002657211501007167,0.0509450542147425,0.010429175938804257,0.022757995804506194,-0.05220099048195619,-0.019257139582678592,-0.022789639203887647,-0.08169823764330511,0.04048813924059955,-0.004146225835270211,0.019048107818833333,0.01644756575834256,0.02344819948077778,0.018298177301562846,0.005707697865802966,-0.0039731950921755585,0.011613840103136097,-0.04897966801096733,0.04775091345973489,-0.007455280636396201,-0.010211389215757155,-0.01735335202340529,0.01190236962942208,0.018009594873586023,0.014119631185312216,0.10152973696428018,-0.012473096960935015,-0.004304106178385292,-0.09218821890308967,0.011442673742539693,-0.0010018144882652077,0.009687491260814121,-0.03055945478619962,-0.02167061175821301,-0.0470232982533836,-0.048460626428676684,0.022049070197845275,-0.01866633796680643,-0.016281840875286575,0.005633423728514702,-0.00519173872083583,-0.004516725508951705,-0.023392000707680074,-0.008789498927446265,-0.0009712532277151249,0.007279583353745593,-0.021261229196625837,0.007368040966653353,0.012384358951786337,-0.01186013865919388,-0.019449044313977846,0.007590869487629362,0.0012528228130593735,-0.009561479450506496,0.012079445154481517,0.015904158808812862,0.006760595462511554,-0.042104160981392066
higher_floor,-0.10128403555804927,-0.2094181090373334,-0.09266537180854195,-0.2964265649346345,-0.033522460428258016,0.06745238213892553,-0.017164973733357788,-0.10099099812112368,-0.0024353735614300468,-0.05329534356945086,-0.1402600734660766,-0.071167444949931,-0.05322743048279068,-0.5275656481498107,1.0,0.10510384468252962,0.02408336751703781,-0.01113869095983573,-0.019941485834798933,-0.08007568097804275,-0.0014613183746704827,-0.034957691380730356,0.09995008866792375,-0.02574918644798442,-0.030472577010919516,0.05617617883990047,-0.03387415280614783,-0.03416463846853818,-0.020470989498792926,-0.018687905173541856,-0.005587592175687243,-0.019944073862832614,-0.008610753017350122,0.026754910021127412,-0.004709634479318192,0.2497097167281316,-0.24654884276667965,-0.009968635804109066,-0.045038716042729986,0.07501518497938817,-0.044336980421484415,-0.002480386720962872,0.05321489069404713,-0.07006956082169682,0.0065862027646563705,-0.005755124326919866,0.07955076680171362,-0.0038713493688366796,-0.011511059396499775,-0.03518898332733479,0.06148346194367235,0.009884220573914365,0.03589479346315795,0.09254563574001494,-0.03252228505610247,0.04542278621957271,0.025829999895466926,-0.005000803418892045,0.004566109594258667,-0.0068347335047667926,0.019942759612870273,0.010525904615471749,0.01039251315686815,0.008917466959561445,0.01810767108343003,-0.017302759474248263,0.005940864129418222,0.004831088890821234,0.013313022255022311,-0.005394091268610212,-0.017762090216863074,0.028520336470927804,-0.04104692853445893,-0.06822112243480212,0.007596350550361737,-0.09566393527910375
duplex_config,0.2415023393327994,-0.0479055758813366,0.34730332082379894,-0.017839976475646536,0.06804674496255368,0.029334258412244064,0.356192655320126,0.21917890884032912,0.05448206052227017,0.3739263325333701,-0.01848039349690163,-0.017235083036009367,0.0807110714496898,-0.07756472143445828,0.10510384468252962,1.0,-0.40026780028290604,-0.01072026444381508,-0.0043703573894511355,-0.03595016049168997,-0.005353327302272373,0.0015765092154938797,0.03525171391280493,-0.005643167625399737,-0.006678341484609518,0.03442259712216781,-0.008481620948525939,0.03263566996237181,-0.010830876135240168,-0.011129695288695032,-0.0010948912563900344,-0.01503161362522644,-0.0020674106781622867,-0.0032896270096916024,-0.0033375236475191514,-0.08069811302194045,0.08150251316931403,-0.002184716901747064,-0.006002606561527657,-0.04247487989408417,0.04862835935642334,-0.018976834837048134,0.03419744929071442,-0.037138145999872585,-0.006913065185262874,0.03722605617711185,0.038084939230146164,-0.004370357389451134,0.016722274366255813,-0.017454136555061298,0.028068545366144258,0.015131859218354521,0.017057690697838093,0.009357539235587253,-0.010769594536340778,0.004280779517378302,-0.0013649192142958214,-0.0039893848058954115,0.03182471663395531,0.0025029441032869836,0.029832835339936265,0.007982486138612677,0.014436631423480359,0.0165255569590609,0.012553742706652807,0.03113538283988025,-0.009776586957893359,-0.015593154707764957,-0.013173873435744497,0.009029944762419907,0.001872607884826073,-0.017101153958376827,-0.01135236434876919,0.017949205468476448,-0.03399917112572175,0.21546881186113098
levelling_config,-0.08483302412646487,-0.16839007106335066,-0.18240319779468575,-0.20578310676110664,-0.17689050741355256,0.08559297879347272,-0.12549316145917735,-0.08461642770451115,0.014843757337822488,-0.2505735137967278,-0.35121519124549266,-0.42582538597754244,0.11043225001523126,-0.037644911529207535,0.02408336751703781,-0.40026780028290604,1.0,-0.12664528699804062,-0.05162980528809354,-0.2164018523887848,-0.02493394427774493,-0.061059366572654664,0.25489519269348687,-0.06666632033588704,-0.0788954860602587,0.22729489123886232,-0.09689794464739235,-0.024534906548225804,-0.05435126561804287,-0.01681170063539901,-0.044062483758279966,-0.016702859976025993,-0.033418697067725406,0.005132727712337032,0.001514439309527995,0.1996273184965271,-0.18579776135935597,-0.025809447190536017,0.008883738380664875,0.08714182430010232,-0.03887300025055199,0.01588584046643352,-0.049784502618158505,-0.5770860879572117,-0.00581478946032404,-0.014900391619220462,0.5901481842203408,0.0004938520138756466,-0.002723723402645833,-0.013864551876731976,0.11793117848279866,0.09779060555376953,0.31722743182686347,0.06123798212709595,-0.049878751050821436,0.033689374474205835,0.034477825218073896,-0.047129134391804356,-0.0049186707720011965,0.10185929036875771,-0.06525936499590697,0.0035134975682968106,0.01775300262475222,-0.005820377244101383,-0.010773319068981317,-0.07425725994182265,-0.19812589622127527,-0.0006437537329109193,0.048280269978452084,0.11499861267421722,0.12238732212160178,-0.011810962234117262,-0.03709111001858372,-0.03340142517634962,0.010203779297086673,0.048890429493151
split_level_config,0.050134175492017076,0.00911711769423026,0.048565650788194525,0.02300295830765102,-4.480906308536424e-05,0.017180380429379527,0.049444292531935635,0.060356178655514084,0.011239130999422213,0.06626734474455766,-0.008964140283369714,-0.023736550361482412,0.03993658165824503,-0.0042571413761617015,-0.01113869095983573,-0.01072026444381508,-0.12664528699804062,1.0,-0.0013827871377109242,-0.021228909252894435,-0.001693800181057629,-0.0026415884583725338,0.02256426640111263,-0.0017855060611712153,-0.0021130365055383,0.017025265518880544,-0.00981318682221038,0.004115771736771848,-0.004510688702941749,-0.008300258622250468,-0.0045991677356862146,-0.0018121753650926131,-0.0025577180318964742,-0.006411031074299299,-0.0010559971096952222,-0.041120761419844755,0.04374751632396157,-0.0006912474569167708,-0.007275892969983643,0.009975972457481096,-0.0050662092999898154,-0.006004296854640086,0.012875765198110865,-0.014835743423245906,-0.0021873034098795385,-0.00039907316641895604,0.015619446659505843,-0.0013827871377109268,-0.0007982025515435615,-0.023691040701767894,0.02686761017415146,-0.0020033748106667803,0.012374407604429254,0.04304971951468665,-0.009667225655589692,-0.01360504229181409,-0.0008027480606538696,-0.0012622468840390018,0.003772462815999351,0.006803257929044047,-0.0034949698054478158,-0.0010683556692977117,-0.008169480110868581,0.0002807214159183375,-0.007912385198788185,-0.0065868601374870234,-0.01609360061796673,-0.012862320630747943,0.017437311565306746,0.03528386623914553,0.0006563845071517877,0.020381930569732507,-0.010059311419349296,0.0031127612743903762,-0.009302579702071987,0.05979149378740667
diepin,0.051200947801940705,-0.019937067739756408,0.07249930355300413,0.011826736995674162,0.010278297000199136,-0.01224946047513659,0.05594404327744133,0.032214612598729396,0.002924537933075436,0.09778069236179321,0.005380567757970334,-0.002921980002926822,0.028320950843083618,0.002657211501007167,-0.019941485834798933,-0.0043703573894511355,-0.05162980528809354,-0.0013827871377109242,1.0,-0.008654443265800293,-0.0006905158148229863,-0.0034162154960663514,-0.05573999117034274,-0.0007279017835097649,-0.0008614269502919882,0.008027555609735913,-0.004000566755352241,-0.009022823886820647,-0.0018388839013937337,-0.003383787479704957,-0.0018749543730311462,-0.0032171408163467795,-0.0010427113957324251,-0.0026136012946704453,-0.0004305010194275672,-0.01879661150315496,0.019845132131321847,-0.00028180260357461487,0.0008021871753272113,-0.017177834011691286,0.017783929604096693,-0.0024477869239759144,0.006537520731724193,-0.007231286114772745,-0.0008917035275052044,-0.0001626911696937631,-0.07502347303001321,-0.0005637243387983282,-0.00032540525820981124,0.013017046738180176,-0.008662588568007215,-0.008071648675981846,0.0050447061261905774,-0.011316756223192967,-0.005680549465025925,-0.012075241379542048,-0.005124419609993536,-0.00051458338792698,-0.005001571424203549,0.0005168330933056217,-0.007296650928943792,-0.005993688336115109,-0.003330472672351595,-0.003954854619725669,-0.0032256621376218113,-0.0026852819747143057,0.008852826141089114,0.0012024801503504056,-0.003707568975397137,-0.008830128619663416,-0.008822359116602953,-0.007596818251161295,0.05488422160422644,0.02457582267922984,-0.006412486727072764,0.03707598951133495
talou,0.0026299537476637013,0.4982255042908747,-0.03816665994008717,0.4003612462920385,0.12069269548059064,-0.010184684040928324,-0.10499869425188606,-0.09642163977245304,-0.08857591335593362,-0.05389713470826793,0.4862425579017828,0.4443119261504079,-0.26447298221461146,0.0509450542147425,-0.08007568097804275,-0.03595016049168997,-0.2164018523887848,-0.021228909252894435,-0.008654443265800293,1.0,-0.010600979117315145,-0.05244663244002919,-0.8557349009415813,-0.01117493827193751,-0.013224851502465529,-0.37306622073767826,0.15054536368628774,-0.038126304446740526,0.09117610635269935,0.14653724417098968,0.11252410362901802,0.15459117899036665,0.0006372368615311263,-0.028049866029310068,-0.0066091640755606635,-0.28527226666296035,0.29636442140165054,0.02026563739566912,-0.06670558185010737,-0.03403576562791209,0.0309950764600695,-0.014692283637996094,0.0707191278959223,0.38321242678539724,-0.0059080752481547654,-0.0024976773239252905,-0.36501910441426516,-0.0025051575999916345,-0.004995706503595577,-0.027033606031361068,-0.05793089541900309,-0.08237873283294717,-0.23263032993729943,-0.10461009242290033,0.216381708570349,0.02587627854161119,-0.019942297955035455,0.03251531255805333,-0.005889207388909571,-0.03184196425107028,-0.01536379729240431,0.06723440728229266,-0.05113028621862772,-0.022001763256438923,0.068618109618873,0.08683170178506976,0.04478052318959191,0.09423932016396955,-0.05500508903364494,-0.09983253457405301,-0.07019260653373817,0.026150196141696214,-0.017716662247307263,-0.008688638613309839,0.029665684226130282,-0.03301845749879479
pingfang,-0.012355532245820342,0.0019283118691332572,-0.010863564619276789,0.013941340946746466,0.00580817032645235,-0.018872613097028673,-0.008993804690103423,-0.013799563683565875,0.0035823177302280085,-0.009461214391340947,0.018580144277298632,0.019453907733659567,-0.01818821207769894,0.010429175938804257,-0.0014613183746704827,-0.005353327302272373,-0.02493394427774493,-0.001693800181057629,-0.0006905158148229863,-0.010600979117315145,1.0,-0.004184582187644599,-0.06827689133178445,-0.0008916196420094066,-0.001055176957161943,-0.006142120690622721,-0.004900364278601931,-0.0016897233594420893,-0.0022524810942924803,0.007422406844136447,-0.0022966644466856883,-0.003940732126158434,0.03558433342753084,0.04136561170331999,0.08861206968266563,-0.01638424476999149,-0.0019597384408153898,-0.00034518494418985635,0.010214495267349745,-0.012909216122787663,-0.0009089730589444855,-0.0029983370700745055,-0.00461778999916326,0.03751905811170341,-0.001092263266809337,-0.0001992832628888553,-0.04134678452109883,0.06739881909219059,-0.0003985945994444971,0.01594480851077645,-0.030942092905540942,-0.013118626762846612,-0.017663758327672925,-0.013862092882611518,0.007956892691300179,-0.010792529842382735,-0.0062769913217380026,-0.0006303222035192123,0.0018838367556639878,0.006161542991885386,-0.008937795505545906,-0.007341773807442809,0.019410693620695564,-0.00484437068313857,-0.0039511700418179444,0.01117950628350785,0.03601807020673893,-0.0016854348749375833,-0.004541466166807959,-0.010816179183953934,-0.0058580231689648946,-0.009305475715213783,0.0238774954748723,-0.007961912201819544,-0.001436002384145509,-0.02111081206073166
bantajiehe,0.05703808284687197,0.17967487806313923,0.009247782863413462,0.10877479015747758,0.026589810172117253,-0.026044152068977557,-0.01786200313412095,0.003640871391645372,-0.01073409439226173,0.035712072264204704,0.18089563963286656,0.15326741685204232,-0.024280854475669324,0.022757995804506194,-0.034957691380730356,0.0015765092154938797,-0.061059366572654664,-0.0026415884583725338,-0.0034162154960663514,-0.05244663244002919,-0.004184582187644599,1.0,-0.33778889517639227,-0.004411144208783332,-0.005220317615857756,-0.11271505913229729,0.04080636064392227,-0.011447594519730547,0.053748905089278376,0.048643490118735,0.04380903103869963,0.05810257013183906,0.016476916347239377,0.023971754291205655,-0.0026088713089376667,-0.07900524329479,0.06543683172604088,-0.0017077467742755428,-0.024318809805042384,-0.04307930861867982,0.04963272893382568,0.0047560466514836065,0.010988722686244878,0.10196887448605166,-0.0054037961445020394,-0.0009859217648217132,-0.09803594641926712,0.024655533674735275,-0.00197198241957677,0.005406171884178631,-0.02201568612514174,-0.02226911970900736,-0.0644519404688745,-0.02741904513603931,0.14214441926357588,-0.05174574460235998,-0.011673608492887694,-0.003118417323619218,-0.0005874991227007978,-0.02193987190906545,-0.03235700794400257,-0.015270467342060312,-0.020182936178995612,-0.019856696385422014,-0.009560535417604267,0.02846561589979453,0.014728618338650865,0.009891385296016093,-0.0028039050770845733,-0.03720044680770653,-0.00755935532344215,0.043469041057679805,0.04862497655566592,-0.018465634343961052,0.0074503530883232435,0.03734000300522018
banlou,-0.04867705364968128,-0.5047047765880125,-0.031955603960941985,-0.41847600503801563,-0.13080763887061206,0.045919885919628485,0.06267600297310927,0.058465549530406634,0.06861190036919598,-0.01799181703689051,-0.5126160352475982,-0.4578357836098401,0.21324087849271217,-0.05220099048195619,0.09995008866792375,0.03525171391280493,0.25489519269348687,0.02256426640111263,-0.05573999117034274,-0.8557349009415813,-0.06827689133178445,-0.33778889517639227,1.0,-0.07197354485740307,-0.0851762595624743,0.3791575707910072,-0.15474508453607205,0.03376961433940391,-0.10232660943873896,-0.14905763151869458,-0.11570074174917493,-0.15759758787673184,-0.013973499396371858,0.015758789074934682,0.0005390207443709803,0.3163479550777006,-0.26975654737325677,-0.016890849597389786,0.034013702764482553,0.06660788066914974,-0.04683976465599904,0.010724111342050318,-0.0506336537923098,-0.40430918409216876,-0.0013636965304223982,0.0029187512641789684,0.42517700843805284,-0.017325476232653608,0.005837913702127538,-0.006562213723239501,0.09614701036394115,0.090461562064703,0.23746247169055493,0.11920772590837507,-0.23550934584678504,0.011021602726678343,0.026893624750874923,-0.032847163334308725,0.007092425149148924,0.03209218739637661,0.02887874307921818,-0.04337014226525952,-0.003673414871941607,0.015511793266411597,-0.05244195383504463,-0.08593055622835644,-0.051711793869618716,-0.07880548968440822,0.05711849639832923,0.11855848704431791,0.06654269245373201,-0.03150852361970887,-0.032023412689540114,0.0010529680075034662,-0.026188912110478756,0.014382052767485281
dudong,0.19420561477835085,-0.0355038821071974,0.22429080596672882,0.013546219515503046,0.053692626210452093,-0.005773929203583053,0.09616865790603793,0.06349263069110558,0.03459267614946702,0.16912114695530223,0.013752947472247014,-0.002900769368467298,0.0376080927753967,-0.019257139582678592,-0.02574918644798442,-0.005643167625399737,-0.06666632033588704,-0.0017855060611712153,-0.0007279017835097649,-0.01117493827193751,-0.0008916196420094066,-0.004411144208783332,-0.07197354485740307,1.0,-0.001112306441864019,0.005313433987958626,0.00419008705650852,0.007298636255953686,-0.0023744351261206615,-0.004369271950800774,-0.0024210106575104943,-0.004154091595570871,-0.001346387644460249,-0.0033747789705681963,-0.0005558788902251113,-0.02427088222987215,0.02562477097080577,-0.000363873978152012,0.03801633287045049,-0.018065852531406253,-0.0006164516656809903,-0.0031606733025082057,0.008441489346544824,-0.009337304951623843,-0.0011514006817882026,-0.00021007287503998947,-0.09687309215715843,-0.0007279017835097649,-0.00042017534371372145,0.000704587262005195,-0.0030023641528795796,-0.009400466968417596,-0.0010262951154095324,-0.014612615548881627,-0.014073206990973131,-0.011798373930735202,-0.006616840744392937,-0.0006644491643468824,0.001141426990761802,0.011157371987501073,-0.003962704108761117,-0.007739272778180793,-0.0043004298932754195,-0.005106655031706923,-0.004165094641788796,-0.003467335724385747,-0.0025008621361203376,-0.008435437497142331,-0.0047873506321012655,-0.011401789719732294,-0.006696845647461087,-0.009809293609368417,0.0038444134018919157,0.08790989540272037,-0.008280040800294044,0.09437629974031232
lianpai,0.05590550873920885,-0.04023183620706111,0.15101665812910747,0.022155063326468938,0.048279179262829486,-0.010695478930461763,0.09486282207579257,0.054210307086850935,0.010981363413098988,0.1384645570417232,0.027616723727490234,0.005557971130558374,0.03380656902064742,-0.022789639203887647,-0.030472577010919516,-0.006678341484609518,-0.0788954860602587,-0.0021130365055383,-0.0008614269502919882,-0.013224851502465529,-0.001055176957161943,-0.005220317615857756,-0.0851762595624743,-0.001112306441864019,1.0,0.012266904710793489,-0.006113264555595988,0.00022801401353493046,-0.002809997798738535,-0.005170764376241093,-0.0028651170728937764,-0.0049161116725828565,-0.0015933668920082341,-0.003993843156295937,-0.0006578484460216877,-0.02073538737590617,0.02242539528409725,-0.0004306224526318826,0.044002827944454315,-0.024510292633230516,0.0029102694130296626,-0.0037404622787442117,0.009989982973601055,-0.011050125594747377,-0.0013626118253131203,-0.0002486083152760102,-0.11464334094625242,-0.0008614269502919899,-0.0004972516527957426,0.00751633865791508,-0.0023672945511810065,-0.005423372706122625,0.0013349773751290405,-0.013956961991588303,-0.016654774110605293,-0.018452171814670956,-0.007830623680473,-0.0007863346817307452,0.011629331993009405,0.0037455558915224477,0.007308256682245005,-0.009158952894221964,-0.005089294039158029,0.05791615543131616,-0.00492913310042116,-0.004103378376536146,-0.004978508220656161,-0.009982820982392183,-0.005665534758143723,-0.009527289753357843,-0.0015754313090037852,-0.011608695115010037,0.009185148583738182,0.035858345096111716,-0.009798918558076106,0.05373996896839721
south,0.053209653885416944,-0.2625817750476174,0.1068878880742367,-0.2076884824095023,-0.14717090177058662,0.05162748972695924,0.15313820761150249,0.14700841614737126,0.06956478717871248,0.0642234393439874,-0.36609644037886385,-0.43259274129641007,0.23583623231785214,-0.08169823764330511,0.05617617883990047,0.03442259712216781,0.22729489123886232,0.017025265518880544,0.008027555609735913,-0.37306622073767826,-0.006142120690622721,-0.11271505913229729,0.3791575707910072,0.005313433987958626,0.012266904710793489,1.0,-0.3340239477042663,-0.035390498144910375,-0.22103185389066954,-0.3517300971751362,-0.22173458741268373,-0.3216812115630904,-0.023984236343882418,0.0016499136099170117,-0.010943383246322323,0.1458891386985946,-0.1407746123713698,-0.02206529682109721,0.054641583308310156,0.05678956658259167,-0.05149250464036672,-0.009132374585738415,-0.06226191146007265,-0.4000268337063336,-0.0038057343069973553,0.002316757184395573,0.38465651538140444,-0.005014313721443768,0.0046338407377408825,0.005418966502505382,0.07683278640816359,0.09152439818500854,0.21359493323175796,0.0822698085839284,-0.21332889129488852,0.006519054639472022,0.012194937517671343,-0.049816145889783385,0.0190570207652316,0.03596787922519331,0.024552599089486746,-0.048966837204755066,0.0418024768202419,0.012399749777555317,-0.044545439423342374,-0.11418544914624697,-0.08015802902116055,-0.06546969838889874,0.04873620846202372,0.09922038845666135,0.07823903350150808,-0.045893053916871394,0.012267193644797038,0.01965036821647228,-0.019335656483705565,0.12896656798551204
west,0.02011777016817208,0.12088403163651691,-0.0023562794127332345,0.09476488074064929,0.057504406326714066,-0.01059113727336075,-0.021008268805334317,-0.03539594753487131,-0.018130964665855294,-0.0037560401872412975,0.15257229940082825,0.16491442717213123,-0.08322472916185683,0.04048813924059955,-0.03387415280614783,-0.008481620948525939,-0.09689794464739235,-0.00981318682221038,-0.004000566755352241,0.15054536368628774,-0.004900364278601931,0.04080636064392227,-0.15474508453607205,0.00419008705650852,-0.006113264555595988,-0.3340239477042663,1.0,-0.026173002663540175,0.00556050871954971,-0.013756075106180656,0.034161606225658135,0.043932209609551874,0.03182568745716217,0.0025299523983729343,0.012754180060641615,-0.07038933937925464,0.06221670412837205,-0.0019998606585543,-0.02268733808688772,-0.031329797747564364,0.029039401186932247,0.005101401050052668,0.02960040393877603,0.1512262072894028,0.0013126200965430566,-0.001154565875678976,-0.14690365293950922,0.008075407071496909,-0.0023092943987233203,0.0004241718058188791,-0.029350921397111436,-0.03263741391838336,-0.07837402447983045,-0.03383063999887551,0.09648498510405754,0.005080890478775485,-0.011354494967324465,-0.00365182954311592,-0.0028190035796139684,-0.009405539698766775,-0.010961781008230167,0.0335360274376132,-0.021552217598709015,-0.01038561245382824,0.024368224489942112,0.07332317554401933,0.025991443544616823,0.025338195048647476,-0.01879209274755422,-0.04950832167854085,-0.042423091226688074,0.03198157504307744,-0.006891450126347688,-0.0067468864988080215,0.013689437483590609,-0.0011930986554097268
north,0.047182581882552775,-0.0012940348162713575,0.10185834490561883,0.048636222663650336,0.02425021674331378,-0.016106429999938943,0.1369965903295833,0.13292103047805606,0.030127817653436504,0.07814542414293482,-0.012607851818311575,-0.022197429317874474,0.07852729807583736,-0.004146225835270211,-0.03416463846853818,0.03263566996237181,-0.024534906548225804,0.004115771736771848,-0.009022823886820647,-0.038126304446740526,-0.0016897233594420893,-0.011447594519730547,0.03376961433940391,0.007298636255953686,0.00022801401353493046,-0.035390498144910375,-0.026173002663540175,1.0,-0.020362628778945385,-0.07155968747839946,-0.03139667856490438,-0.06621453729710038,-0.010275629945265003,-0.0030603517089677723,-0.010392704963095517,-0.08815975757460882,0.08608486235045865,0.002367116200870401,0.024374464727077313,-0.035642737683555095,0.023159244418748497,-0.013220260097504896,-0.03691488297504017,0.01167536856544435,-0.00991985251352576,-0.0039275199138352835,-0.011541101017749444,0.004735233096741651,0.01596958407553372,0.010039451416802693,0.0001610815229748884,0.01285590603761123,-0.000799998961077495,-0.03335858447967333,-0.0429668278233445,-0.028381604608303725,-0.00497599365610944,0.007671450999973241,0.011979418969128396,0.006208807958027804,0.06800874625403802,-0.035556667037609346,0.02006497715091979,-0.033029209509521686,-0.01994900140932877,-0.0014818793391101661,0.07475123847949741,-0.004120763347353997,-0.004551282231127608,-0.027640234751937533,0.025666607857210453,0.005572708175473776,-0.016595702248012052,0.007168589690201024,-0.04931675776148838,0.04471465829874445
